"Message",Normal,"          P/Invoke 'CallingConventionConverter_GetStubs' with [DllImport(ExactSpelling=true)] resolved to '*!CallingConventionConverter_GetStubs'."
"Message",Normal,"          P/Invoke 'WindowsCreateStringReference' resolved to 'WindowsCreateStringReference!api-ms-win-core-winrt-string-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetLastError' resolved to 'GetLastError!api-ms-win-core-errorhandling-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'SetLastError' resolved to 'SetLastError!api-ms-win-core-errorhandling-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'RoInitialize' resolved to 'RoInitialize!api-ms-win-core-winrt-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'IsValidLocaleName' resolved to 'IsValidLocaleName!api-ms-win-core-localization-l1-2-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'ResolveLocaleName' resolved to 'ResolveLocaleName!api-ms-win-core-localization-l1-2-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'GetCPInfoExW' resolved to 'GetCPInfoExW!kernel32.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'CoCreateInstance' resolved to 'CoCreateInstance!api-ms-win-core-com-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'SysFreeString' resolved to 'SysFreeString!OleAut32' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'RoGetBufferMarshaler' resolved to 'RoGetBufferMarshaler!api-ms-win-core-winrt-robuffer-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",High,"  Generating code..."
"Message",High,"  Interop code generated."
"Message",Normal,"  Written code to AssemblyInfo.g.cs"
"Message",Normal,"  Written code to Adapters.g.cs"
"Message",Normal,"  Written code to Data.g.cs"
"Message",Normal,"  Written code to Helpers.g.cs"
"Message",Normal,"  Written code to ImplTypes.g.cs"
"Message",Normal,"  Written code to PInvoke.g.cs"
"Message",Normal,"  Written code to SafeTypes.g.cs"
"Message",Normal,"  Written code to SharedStubs.g.cs"
"Message",Normal,"Running 'GenerateCodeAndCompile' transform, heap at 250 MB."
"Message",High,"Compiling interop code"
"Message",Normal,"Compiling generated source code: C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\csc\csc.exe /noconfig @""D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\Afrodit.Uwp.Sandbox.McgInterop.rsp"""
"Message",High,"Generating System.Reflection.DispatchProxy proxy code."
"Message",Normal,"Running 'ReducedCopyInitialize' transform, heap at 250 MB."
"Message",Normal,"Running 'ReducedCopyEmptyTypes' transform, heap at 197 MB."
"Message",Normal,"Running 'ReducedCopyPopulateTypes' transform, heap at 202 MB."
"Message",Normal,"Running 'ReducedCopyLateMetadata' transform, heap at 226 MB."
"Message",Normal,"Running 'ReducedCopyPassResourcesToMutableAssembly' transform, heap at 253 MB."
"Message",Normal,"Running 'ReducedCopyMethodBodies' transform, heap at 253 MB."
"Message",Normal,"Running 'ReducedCopyComplete' transform, heap at 279 MB."
"Message",Normal,"Running 'ReducedCopyCleanup' transform, heap at 271 MB."
"Message",Normal,"Running 'DeveloperExperienceModeOnlyCodeRemover' transform, heap at 271 MB."
"Message",Normal,"Running 'ComImportDetector' transform, heap at 271 MB."
"Message",Normal,"Running 'McgAccessor' transform, heap at 271 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 274 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 277 MB."
"Message",Normal,"Running 'McgTypeOf' transform, heap at 278 MB."
"Message",Normal,"Running 'EventSource' transform, heap at 281 MB."
"Message",Normal,"Running 'ValueType' transform, heap at 281 MB."
"Message",Normal,"Running 'Attribute' transform, heap at 281 MB."
"Message",Normal,"Running 'GetType' transform, heap at 282 MB."
"Message",Normal,"Running 'McgFixups' transform, heap at 283 MB."
"Message",Normal,"Running 'ResourceManagerCtor' transform, heap at 284 MB."
"Message",Normal,"Running 'TypeofTypeHandle' transform, heap at 284 MB."
"Message",Normal,"Running 'DispatchProxyIntrinsics' transform, heap at 291 MB."
"Message",Normal,"Running 'StaticInitData' transform, heap at 292 MB."
"Message",Normal,"Running 'Delegate' transform, heap at 303 MB."
"Message",Normal,"Running 'LazyGenerics' transform, heap at 304 MB."
"Message",Normal,"Running 'AddReflectionBlockedAttributes' transform, heap at 314 MB."
"Message",Normal,"Running 'DisableOptimization' transform, heap at 314 MB."
"Message",Normal,"Running 'ResourceExtractor' transform, heap at 314 MB."
"Message",Normal,"Running 'CreateMetadata' transform, heap at 314 MB."
"Message",Normal,"Running 'StartupCodeInjector' transform, heap at 338 MB."
"Message",Normal,"Running 'SaveRVAStatics' transform, heap at 338 MB."
"Message",Normal,"Running 'ReflectionInvoke' transform, heap at 338 MB."
"Message",Normal,"Running 'ScrubOpenCalls' transform, heap at 339 MB."
"Message",Normal,"Running 'ConvertCatchIntoFilter' transform, heap at 339 MB."
"Message",Normal,"Running 'ReflectionMappingInfoEmit' transform, heap at 340 MB."
"Message",Normal,"Running 'ReflectionIntrinsics' transform, heap at 341 MB."
"Message",Normal,"Running 'ConvertManagedWinMD' transform, heap at 341 MB."
"Message",Normal,"Running 'DebuggerGuidedStepThroughJmc' transform, heap at 341 MB."
"Message",Normal,"Running 'Reducer' transform, heap at 284 MB."
"Message",High,"Cleaning up unreferenced code"
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 339 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"  5826 |          8 | Analysis"
"Message",Normal,"  3328 |          0 | GenerateCodeAndCompile"
"Message",Normal,"  1887 |        102 | Mcg"
"Message",Normal,"  1606 |        -20 | WriteAssemblies"
"Message",Normal,"   817 |        -53 | ReducedCopyInitialize"
"Message",Normal,"   625 |         55 | Reducer"
"Message",Normal,"   410 |         -8 | ReducedCopyComplete"
"Message",Normal,"   284 |         24 | ReducedCopyPopulateTypes"
"Message",Normal,"   250 |         24 | CreateMetadata"
"Message",Normal,"   217 |         27 | ReducedCopyLateMetadata"
"Message",Normal,"   213 |         26 | ReducedCopyMethodBodies"
"Message",Normal,"   208 |         -4 | DumpNativeResources"
"Message",Normal,"   134 |        -57 | DebuggerGuidedStepThroughJmc"
"Message",Normal,"    72 |         11 | StaticInitData"
"Message",Normal,"    71 |         10 | LazyGenerics"
"Message",Normal,"    69 |          3 | McgRedirect"
"Message",Normal,"    62 |          7 | TypeofTypeHandle"
"Message",Normal,"    59 |          3 | McgTypeOf"
"Message",Normal,"    35 |          1 | McgRedirect"
"Message",Normal,"    32 |          5 | ReducedCopyEmptyTypes"
"Message",Normal,"    27 |          0 | SaveRVAStatics"
"Message",Normal,"    15 |          3 | McgAccessor"
"Message",Normal,"    13 |          1 | GetType"
"Message",Normal,"    11 |          1 | McgFixups"
"Message",Normal,"     9 |          1 | DispatchProxyIntrinsics"
"Message",Normal,"     8 |          0 | ResourceExtractor"
"Message",Normal,"     6 |          0 | ScrubOpenCalls"
"Message",Normal,"     6 |          0 | ReflectionIntrinsics"
"Message",Normal,"     6 |          1 | ReflectionInvoke"
"Message",Normal,"     5 |          1 | Delegate"
"Message",Normal,"     4 |          1 | ConvertCatchIntoFilter"
"Message",Normal,"     4 |          1 | ReflectionMappingInfoEmit"
"Message",Normal,"     3 |          1 | Attribute"
"Message",Normal,"     2 |          0 | ReducedCopyCleanup"
"Message",Normal,"     2 |          0 | EventSource"
"Message",Normal,"     2 |          0 | AddReflectionBlockedAttributes"
"Message",Normal,"     0 |          0 | DisableOptimization"
"Message",Normal,"     0 |          0 | ResourceManagerCtor"
"Message",Normal,"     0 |          0 | StartupCodeInjector"
"Message",Normal,"     0 |          0 | ReducedCopyPassResourcesToMutableAssembly"
"Message",Normal,"     0 |          0 | ValueType"
"Message",Normal,"     0 |          0 | ConvertManagedWinMD"
"Message",Normal,"     0 |          0 | ComImportDetector"
"Message",Normal,"     0 |          0 | DeveloperExperienceModeOnlyCodeRemover"
"Message",Low,"Done executing task ""RunILTransforms""."
"Message",Low,"Done building target ""RunILTransforms"" in file ""ILTransforms""."
"Message",Low,"Done building project ""ILTransforms""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""GenerateMDIL"" in file ""Nutc""."
"Message",Low,""
"Message",High,"Generating native code"
"Message",Low,"Done building target ""MDILPrepareMultiFile"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Done building target ""SetBinaryForReferences"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""GenerateMDILGlobalAnalysis"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\x64\ilc\Tools\nutc_driver.exe @""D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\MDIL\Afrodit.Uwp.Sandbox.rsp""'"
"Message",Low,"Microsoft (R) MDIL Compiler - Version 2.2.31116.00"
"Message",Low,"Copyright (c) Microsoft Corporation.  All rights reserved."
"Message",Low,"Scanning input types"
"Message",Low,"Scanning 4873 methods."
"Message",Low,"Scanning 5884 methods."
"Message",Low,"Scanning 2170 methods."
"Message",Low,"Scanning 391 methods."
"Message",Low,"Scanning 202 methods."
"Message",Low,"Scanning 123 methods."
"Message",Low,"Scanning 81 methods."
"Message",Low,"Scanning 108 methods."
"Message",Low,"Scanning 32 methods."
"Message",Low,"Scanning 14 methods."
"Message",Low,"Scanning 8 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 18 methods."
"Message",Low,"Scanning 44 methods."
"Message",Low,"Scanning 20 methods."
"Message",Low,"Scanning 10 methods."
"Message",Low,"Scanning 6 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Eager code generation"
"Message",Low,"Compiling 13996 methods."
"Message",Low,"Deferred code generation"
"Message",Low,"Call to managed method Initialize succeeded; exit code: 0 while generating CTL.Stack trace metadata statistics"
"Message",Low,"Number of methods emitted:   3935"
"Message",Low,"Metadata blob size:          230362"
"Message",Low,"Method RVA - token map size: 31480"
"Message",Low,"Total native size:           261842"
"Message",Low,"Successfully generated 'D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\MDIL\Afrodit.Uwp.Sandbox.mdilexe'"
"Message",Low,"Successfully generated 'D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\MDIL\Afrodit.Uwp.Sandbox.mdilpdb'"
"Message",Low,"Compiled to MDIL code."
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\x64\ilc\Tools\nutc_driver.exe @""D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\MDIL\Afrodit.Uwp.Sandbox.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       15 |     6312 |     6312 |     6297 |     6312 | [0] Nutc GlobalAnalysis"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       6312 ms"
"Message",Normal,"System time per command: 6312 ms"
"Message",Normal,"Total duration:          6297 ms"
"Message",Normal,"Total lifetime:          6312 ms"
"Message",Normal,"Requested DOP:           12"
"Message",Normal,"Duration DOP:            1,0"
"Message",Normal,"Lifetime DOP:            1,0"
"Message",Low,"Done executing task ""GenerateMDILGlobalAnalysis""."
"Message",Low,"Done building target ""GenerateMDILGlobalAnalysis"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""rc"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Windows Kits\10\bin\10.0.26100.0\x64\rc.exe /c ""65001"" /r /fo ""D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""'"
"Message",Low,"Microsoft (R) Windows (R) Resource Compiler Version 10.0.10011.16384"
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved."
"Message",Normal,"'C:\Program Files (x86)\Windows Kits\10\bin\10.0.26100.0\x64\rc.exe /c ""65001"" /r /fo ""D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |       16 |       16 |       16 |       16 | [0] rc"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       16 ms"
"Message",Normal,"System time per command: 16 ms"
"Message",Normal,"Total duration:          16 ms"
"Message",Normal,"Total lifetime:          16 ms"
"Message",Normal,"Requested DOP:           12"
"Message",Normal,"Duration DOP:            1,0"
"Message",Normal,"Lifetime DOP:            1,0"
"Message",Low,"Done executing task ""rc""."
"Message",Low,"Task ""ResourceBinaryConcatenate"""
"Message",Normal,"Concatenating into 'D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\Native.res' with alignment '4'."
"Message",Normal," Added 'D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\ILTransformed\Afrodit.Uwp.Sandbox.res' at offset 0."
"Message",Normal," Added 'D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\BuildInfo\BuildInfo.res' at offset 1464."
"Message",Low,"Done executing task ""ResourceBinaryConcatenate""."
"Message",Low,"Done building target ""GenerateBuildInfo"" in file ""Nutc""."
"Message",Low,"Done building project ""Nutc""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""MDILBindPrepare"" in file ""Binder""."
"Message",Low,""
"Message",High,"Generating fixups for native code"
"Message",Low,"Task ""MDILBind"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\x64\ilc\Tools\rhbind.exe @""D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\rhbindargs.Afrodit.Uwp.Sandbox.rsp""'"
"Message",Low,"OS VERSION: major: 6  minor: 2"
"Message",Low,"MDIL: D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\MDIL\Afrodit.Uwp.Sandbox.mdilexe"
"Message",Low,"MDILPDB: D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\MDIL\Afrodit.Uwp.Sandbox.mdilpdb"
"Message",Low,"IL: D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\MDIL\Afrodit.Uwp.Sandbox.ilexe"
"Message",Low,"NI: D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\Native\Afrodit.Uwp.Sandbox.dll"
"Message",Low,"SHIM: D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\Native\Afrodit.Uwp.Sandbox.exe"
"Message",Low,"REDHAWK_RUNTIME_DLL_NAME_A=mrt100_app.dll"
"Message",Low,"pdb: D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\Native\Afrodit.Uwp.Sandbox.pdb"
"Message",Low,"Produced D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\Native\Afrodit.Uwp.Sandbox.dll in 0.812 seconds"
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x64.microsoft.net.native.compiler\2.2.12-rel-31116-00\tools\x64\ilc\Tools\rhbind.exe @""D:\Packages\Afrodit.Uwp\Afrodit.Uwp.Sandbox\obj\x64\Release\ilc\intermediate\rhbindargs.Afrodit.Uwp.Sandbox.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       15 |      843 |      843 |      828 |      843 | [0] rhbind Afrodit.Uwp.Sandbox"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       843 ms"
"Message",Normal,"System time per command: 843 ms"
"Message",Normal,"Total duration:          828 ms"
"Message",Normal,"Total lifetime:          843 ms"
"Message",Normal,"Requested DOP:           12"
"Message",Normal,"Duration DOP:            1,0"
"Message",Normal,"Lifetime DOP:            1,0"
"Message",Low,"Done executing task ""MDILBind""."
"Message",Low,"Done building target ""MDILBind"" in file ""Binder""."
"Message",Low,"Done building project ""Binder""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""CopyNativeExecutablesToOutput"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Task ""TransformAppxManifest"""
"Message",Low,"Done executing task ""TransformAppxManifest""."
"Message",Low,"Done building target ""TransformAppxManifestAndAddCrt"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Done building target ""CopyPackageResourceFileInRetailBuild"" in file ""Deployment""."
"Message",Low,"Done building project ""Deployment""."
"Message",Low,"Compilation finished"
